No;Kurum;Ders Kategorisi;Ders Açıklaması;Ders Konusu;Tarih;Süre;Klasör Adı;Oynatma Linki
76;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1761061891796;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1761061891796
77;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1751471713013;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1751471713013
78;Belirsiz / Bilinmeyen Müşteri;DÖRT TEMEL BECERİ-2;ID ve Kelime Eşleşmesi Bulunamadı;DÖRT TEMEL BECERİ-2;15.07.2024 18:17;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721056648516;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721056648516
79;Belirsiz / Bilinmeyen Müşteri;2. DENEME ( DİL BİLGİSİ - DİLBİLİM ÇÖZÜM);ID ve Kelime Eşleşmesi Bulunamadı;2. DENEME ( DİL BİLGİSİ - DİLBİLİM ÇÖZÜM);12.03.2024 00:11;Bilinmiyor;15a2ee8b633f754e598185dfa9a9fcf803a820c1-1710191509506;https://185.86.155.222/playback/presentation/2.3/15a2ee8b633f754e598185dfa9a9fcf803a820c1-1710191509506
80;Türkçe ÖABTdeyiz;.2026 DİL BİLİM;;Gösterge Bilimi (Semiyotik) - 3 BELKİ Metin Bilimine de gireriz. :));29.03.2026 19:48;39 dk;63f2e14f54fa66ec3aceda1ecb023cfc40028865-1774805973160;https://185.86.155.222/playback/presentation/2.3/63f2e14f54fa66ec3aceda1ecb023cfc40028865-1774805973160
81;Türkçe ÖABTdeyiz;.2026 ONLİNE DENEME ÇÖZÜMLERİ;;10. DENEME DİLBİLİM DİLBİLGİSİ EDEBİYAT ÇÖZÜM;1.07.2025 23:08;38 dk;3af846574fd50b2f85a88fec4e1df1aa4af0361e-1751031539642;https://185.86.155.222/playback/presentation/2.3/3af846574fd50b2f85a88fec4e1df1aa4af0361e-1751031539642
82;Belirsiz / Bilinmeyen Müşteri;SÖZVARLIĞINI GELİŞTİRME ÇALIŞMALARI;ID ve Kelime Eşleşmesi Bulunamadı;SÖZVARLIĞINI GELİŞTİRME ÇALIŞMALARI;10.02.2024 18:46;Bilinmiyor;0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1707579989946;https://185.86.155.222/playback/presentation/2.3/0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1707579989946
83;Türkçe ÖABTdeyiz;.2026 ESKİ TÜRK EDEBİYATI;;Aruz Bilgisi-2;4.12.2025 19:44;43 dk;d5a49c3ab0991a06073f0f2931a2fc49ad269629-1762450747474;https://185.86.155.222/playback/presentation/2.3/d5a49c3ab0991a06073f0f2931a2fc49ad269629-1762450747474
84;Belirsiz / Bilinmeyen Müşteri;TYT Felsefe Soru Çözümü;ID ve Kelime Eşleşmesi Bulunamadı;TYT Felsefe Soru Çözümü;23.05.2024 18:45;Bilinmiyor;5266cf68755675457fd9be0c28228c405bfb4a0e-1716479157980;https://185.86.155.222/playback/presentation/2.3/5266cf68755675457fd9be0c28228c405bfb4a0e-1716479157980
85;Belirsiz / Bilinmeyen Müşteri;Savunma Sanayii, Robotik ve Uzay Teknolojileri;ID ve Kelime Eşleşmesi Bulunamadı;Savunma Sanayii, Robotik ve Uzay Teknolojileri;5.08.2025 06:43;Bilinmiyor;88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754365381656;https://185.86.155.222/playback/presentation/2.3/88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754365381656
86;Türkçe ÖABTdeyiz;CİHANGİR DENEMELERİ ÇÖZÜM;;CİHANGİR-10;2.07.2024 20:01;47 dk;96799d44ee03757118ca942f4420977e2fa2f2a2-1719079068400;https://185.86.155.222/playback/presentation/2.3/96799d44ee03757118ca942f4420977e2fa2f2a2-1719079068400
87;Belirsiz / Bilinmeyen Müşteri;sanatlar;ID ve Kelime Eşleşmesi Bulunamadı;sanatlar;10.01.2024 20:49;Bilinmiyor;58fee96126fbde0c4f5e3c147df457ad979a56d4-1704908950380;https://185.86.155.222/playback/presentation/2.3/58fee96126fbde0c4f5e3c147df457ad979a56d4-1704908950380
88;Belirsiz / Bilinmeyen Müşteri;CUMURİYET DÖNEMİ EDEBİYATI DEVAM 3;ID ve Kelime Eşleşmesi Bulunamadı;CUMURİYET DÖNEMİ EDEBİYATI DEVAM 3;26.03.2023 22:58;Bilinmiyor;cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679860681600;https://185.86.155.222/playback/presentation/2.3/cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679860681600
89;Belirsiz / Bilinmeyen Müşteri;İslamiyet Öncesi ve Türk İslam Tarihi ;ID ve Kelime Eşleşmesi Bulunamadı;İslamiyet Öncesi ve Türk İslam Tarihi ;14.01.2025 20:31;Bilinmiyor;b3b4c61ef39775111f9f126f07145fc394d632fb-1736875886210;https://185.86.155.222/playback/presentation/2.3/b3b4c61ef39775111f9f126f07145fc394d632fb-1736875886210
90;Belirsiz / Bilinmeyen Müşteri;YTE Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;YTE Konu: ;18.01.2024 18:45;Bilinmiyor;786938618e1e7948a757aa917f5b2c22d5c498aa-1705592754588;https://185.86.155.222/playback/presentation/2.3/786938618e1e7948a757aa917f5b2c22d5c498aa-1705592754588
91;Belirsiz / Bilinmeyen Müşteri;Halk Edebiyatı Soru Çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;Halk Edebiyatı Soru Çözümü ;11.05.2024 18:50;Bilinmiyor;eca6aec8f2075c6ad19f6f2c57f98d0be07ce078-1715442653265;https://185.86.155.222/playback/presentation/2.3/eca6aec8f2075c6ad19f6f2c57f98d0be07ce078-1715442653265
92;Belirsiz / Bilinmeyen Müşteri;Eski Türk Dili 15, Fiilde Çatı-Yapım Ekleri;ID ve Kelime Eşleşmesi Bulunamadı;Eski Türk Dili 15, Fiilde Çatı-Yapım Ekleri;27.12.2022 18:40;Bilinmiyor;3c4e2614063fc4abf9c1914cb09c4d508e93febf-1672155630622;https://185.86.155.222/playback/presentation/2.3/3c4e2614063fc4abf9c1914cb09c4d508e93febf-1672155630622
93;Belirsiz / Bilinmeyen Müşteri;2025 Matematik: ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Matematik: ;21.05.2025 09:56;Bilinmiyor;e922b1beebfb8973d6c5ec5986d3ebc812da8b9f-1747810567871;https://185.86.155.222/playback/presentation/2.3/e922b1beebfb8973d6c5ec5986d3ebc812da8b9f-1747810567871
94;Belirsiz / Bilinmeyen Müşteri;Felsefe Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Felsefe Konu: ;28.12.2023 18:40;Bilinmiyor;dfa817c27882968af393243819da3fa1695ffc6a-1703778035587;https://185.86.155.222/playback/presentation/2.3/dfa817c27882968af393243819da3fa1695ffc6a-1703778035587
95;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1739378771320;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1739378771320
96;Türkçe ÖABTdeyiz;.2026 HALK EDEBİYATI;;halk edebiyatında tür ve şekil;10.11.2025 18:53;40 dk;6fb816cac8d877ed782a082bbfb25c5eb5744b39-1767020183380;https://185.86.155.222/playback/presentation/2.3/6fb816cac8d877ed782a082bbfb25c5eb5744b39-1767020183380
97;Belirsiz / Bilinmeyen Müşteri;YTE Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;YTE Konu: ;21.12.2023 19:13;Bilinmiyor;ac1a95cad3953f77c609d60bb2e27dad897e8306-1703175231831;https://185.86.155.222/playback/presentation/2.3/ac1a95cad3953f77c609d60bb2e27dad897e8306-1703175231831
98;Belirsiz / Bilinmeyen Müşteri;Eski Edebiyat Genel Tekrar 4;ID ve Kelime Eşleşmesi Bulunamadı;Eski Edebiyat Genel Tekrar 4;26.07.2023 19:45;Bilinmiyor;f4392abc9cfaa63efbf046cc7ada57a75ba790d4-1690389943348;https://185.86.155.222/playback/presentation/2.3/f4392abc9cfaa63efbf046cc7ada57a75ba790d4-1690389943348
99;Belirsiz / Bilinmeyen Müşteri;Coğrafya konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Coğrafya konu: ;31.12.2023 15:21;Bilinmiyor;3a52e6a22c4cc0996779ec293523022d5d0c7388-1704025282043;https://185.86.155.222/playback/presentation/2.3/3a52e6a22c4cc0996779ec293523022d5d0c7388-1704025282043
100;Belirsiz / Bilinmeyen Müşteri;Tarih Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Tarih Konu: ;9.01.2024 18:50;Bilinmiyor;cb3c1c7d0d1e610293c4faba2b025f66ec430232-1704815439097;https://185.86.155.222/playback/presentation/2.3/cb3c1c7d0d1e610293c4faba2b025f66ec430232-1704815439097
101;Belirsiz / Bilinmeyen Müşteri;KONUŞMA YÖNTEMLERİ;ID ve Kelime Eşleşmesi Bulunamadı;KONUŞMA YÖNTEMLERİ;8.02.2025 18:51;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1739029865635;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1739029865635
102;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1740585250591;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1740585250591
103;Belirsiz / Bilinmeyen Müşteri;Ses bilgisi uygulama;ID ve Kelime Eşleşmesi Bulunamadı;Ses bilgisi uygulama;30.11.2023 18:54;Bilinmiyor;9483f9b4c8f357f74b159e62b0bb261e025c62ff-1701359670488;https://185.86.155.222/playback/presentation/2.3/9483f9b4c8f357f74b159e62b0bb261e025c62ff-1701359670488
104;Belirsiz / Bilinmeyen Müşteri;YKS Tarih 2. Ders (İNSANLIĞIN İLK DÖNEMLERİ SORU ÇÖZÜMÜ);ID ve Kelime Eşleşmesi Bulunamadı;YKS Tarih 2. Ders (İNSANLIĞIN İLK DÖNEMLERİ SORU ÇÖZÜMÜ);15.11.2024 20:45;Bilinmiyor;04791834209cc4fdad5500ab2deebdf0d89c3a04-1731692723877;https://185.86.155.222/playback/presentation/2.3/04791834209cc4fdad5500ab2deebdf0d89c3a04-1731692723877
105;Belirsiz / Bilinmeyen Müşteri;Eski Dil Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Eski Dil Konu: ;28.12.2023 20:36;Bilinmiyor;9679e220735e8e03c9edd254e9189d96ef752cde-1703785008837;https://185.86.155.222/playback/presentation/2.3/9679e220735e8e03c9edd254e9189d96ef752cde-1703785008837
106;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1773765736538;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1773765736538
107;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1751911979674;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1751911979674
108;Belirsiz / Bilinmeyen Müşteri;DİNLEME TÜRLERİ;ID ve Kelime Eşleşmesi Bulunamadı;DİNLEME TÜRLERİ;4.01.2025 18:44;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1736005450218;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1736005450218
109;Belirsiz / Bilinmeyen Müşteri;AYT Kimya Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Kimya Konu: ;2.03.2024 16:59;Bilinmiyor;2d8b2f630dd78dabc7ce0859c6acf0dd2be6a934-1709387953426;https://185.86.155.222/playback/presentation/2.3/2d8b2f630dd78dabc7ce0859c6acf0dd2be6a934-1709387953426
110;Belirsiz / Bilinmeyen Müşteri;NİSAN AYI REHBERLİK;ID ve Kelime Eşleşmesi Bulunamadı;NİSAN AYI REHBERLİK;4.04.2024 21:45;Bilinmiyor;31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1712256339080;https://185.86.155.222/playback/presentation/2.3/31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1712256339080
111;Belirsiz / Bilinmeyen Müşteri;kuramlar yöntemler;ID ve Kelime Eşleşmesi Bulunamadı;kuramlar yöntemler;9.12.2023 20:54;Bilinmiyor;d39446f272688d5e772f0ac8214efd6620555449-1702144461561;https://185.86.155.222/playback/presentation/2.3/d39446f272688d5e772f0ac8214efd6620555449-1702144461561
112;Belirsiz / Bilinmeyen Müşteri;YTE Konu: modernizm-postmodernizm;ID ve Kelime Eşleşmesi Bulunamadı;YTE Konu: modernizm-postmodernizm;23.11.2023 19:14;Bilinmiyor;1f19d9a8120d0421ae26bded9d65a73e5007aeb0-1700756067604;https://185.86.155.222/playback/presentation/2.3/1f19d9a8120d0421ae26bded9d65a73e5007aeb0-1700756067604
113;Türkçe ÖABTdeyiz;.2026 YENİ TÜRK EDEBİYATI;;CUMHURİYET TİYATROSU-2 VE ÖĞRETİCİ METİNLER-1;8.05.2026 21:22;42 dk;80b76a73d9fdf418aed6e143de1468fe9615c84a-1772642287343;https://185.86.155.222/playback/presentation/2.3/80b76a73d9fdf418aed6e143de1468fe9615c84a-1772642287343
114;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1762277346394;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1762277346394
115;Türkçe ÖABTdeyiz;.2026 DİL BİLİM;;Gösterge Bilimi (Semiyotik) - 3 BELKİ Metin Bilimine de gireriz. :));29.03.2026 19:48;39 dk;63f2e14f54fa66ec3aceda1ecb023cfc40028865-1770742120229;https://185.86.155.222/playback/presentation/2.3/63f2e14f54fa66ec3aceda1ecb023cfc40028865-1770742120229
116;Belirsiz / Bilinmeyen Müşteri;6. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM);ID ve Kelime Eşleşmesi Bulunamadı;6. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM);13.07.2024 06:16;Bilinmiyor;15a2ee8b633f754e598185dfa9a9fcf803a820c1-1720840587165;https://185.86.155.222/playback/presentation/2.3/15a2ee8b633f754e598185dfa9a9fcf803a820c1-1720840587165
117;Belirsiz / Bilinmeyen Müşteri;söz sanatları;ID ve Kelime Eşleşmesi Bulunamadı;söz sanatları;20.12.2023 19:54;Bilinmiyor;58fee96126fbde0c4f5e3c147df457ad979a56d4-1703091281072;https://185.86.155.222/playback/presentation/2.3/58fee96126fbde0c4f5e3c147df457ad979a56d4-1703091281072
118;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1772556751476;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1772556751476
119;Türkçe ÖABTdeyiz;2025 - MEVZUAT;;1982 ANAYASASI 9. DERS;24.04.2025 20:52;41 dk;885cd183396123664aae15258f36ab40589223ad-1741893817345;https://185.86.155.222/playback/presentation/2.3/885cd183396123664aae15258f36ab40589223ad-1741893817345
120;Belirsiz / Bilinmeyen Müşteri;Rus edebiyatına devam;ID ve Kelime Eşleşmesi Bulunamadı;Rus edebiyatına devam;3.05.2024 20:45;Bilinmiyor;6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1714758314411;https://185.86.155.222/playback/presentation/2.3/6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1714758314411
121;Belirsiz / Bilinmeyen Müşteri;2025 TYT Coğrafya ;ID ve Kelime Eşleşmesi Bulunamadı;2025 TYT Coğrafya ;19.06.2025 19:00;Bilinmiyor;3c7024b07e4b24094eea0bf1245fb65bafb078a4-1750348844408;https://185.86.155.222/playback/presentation/2.3/3c7024b07e4b24094eea0bf1245fb65bafb078a4-1750348844408
122;Türkçe ÖABTdeyiz;2024 Türkçe Alan Eğitimi Soru Çözümü;Arşiv / Eski Dönem Dersi;2024 Türkçe Alan Eğitimi Soru Çözümü;18.07.2024 10:53;Bilinmiyor;f5dd9af017c6a181f7e926703801fd4c6f76235b-1721289230925;https://185.86.155.222/playback/presentation/2.3/f5dd9af017c6a181f7e926703801fd4c6f76235b-1721289230925
123;Türkçe ÖABTdeyiz;.2026 ESKİ TÜRK EDEBİYATI;;Aruz Bilgisi-2;4.12.2025 19:44;43 dk;d5a49c3ab0991a06073f0f2931a2fc49ad269629-1775146693556;https://185.86.155.222/playback/presentation/2.3/d5a49c3ab0991a06073f0f2931a2fc49ad269629-1775146693556
124;Belirsiz / Bilinmeyen Müşteri;Başar Hoca Gelişim Psikolojisi;ID ve Kelime Eşleşmesi Bulunamadı;Başar Hoca Gelişim Psikolojisi;18.06.2023 17:45;Bilinmiyor;294d90f5494b1b87450b133f462442cf7b1151bd-1687099516700;https://185.86.155.222/playback/presentation/2.3/294d90f5494b1b87450b133f462442cf7b1151bd-1687099516700
125;Türkçe ÖABTdeyiz;Eski Türk Dili 42 Harezm Türkçesi;Arşiv / Eski Dönem Dersi;Eski Türk Dili 42 Harezm Türkçesi;2.03.2023 19:51;Bilinmiyor;bb0d2047d8b4bacea58a69e568d6788b732f0dc5-1677775867717;https://185.86.155.222/playback/presentation/2.3/bb0d2047d8b4bacea58a69e568d6788b732f0dc5-1677775867717
126;Belirsiz / Bilinmeyen Müşteri;YENİ TÜRK EDEBİYATININ OLUŞUMU-2;ID ve Kelime Eşleşmesi Bulunamadı;YENİ TÜRK EDEBİYATININ OLUŞUMU-2;5.11.2024 19:47;Bilinmiyor;299cbd7fac79e094a9bc3b87c31b8813983b41dd-1730825234358;https://185.86.155.222/playback/presentation/2.3/299cbd7fac79e094a9bc3b87c31b8813983b41dd-1730825234358
127;Türkçe ÖABTdeyiz;.2026 ŞERH UYGULAMALARI;;Şerhh;22.02.2026 21:03;46 dk;4e115b4f2f6895ce8fc92bc882a966a33afede39-1777571096644;https://185.86.155.222/playback/presentation/2.3/4e115b4f2f6895ce8fc92bc882a966a33afede39-1777571096644
128;Belirsiz / Bilinmeyen Müşteri;halk genel tekrar;ID ve Kelime Eşleşmesi Bulunamadı;halk genel tekrar;30.07.2024 18:23;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722353008564;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722353008564
129;Belirsiz / Bilinmeyen Müşteri;2024 Alan Eğitimi Soru Çözümü 1;ID ve Kelime Eşleşmesi Bulunamadı;2024 Alan Eğitimi Soru Çözümü 1;16.07.2024 19:26;Bilinmiyor;0fdb8a6d832aecef72c81a57718ee48183ece398-1721147190566;https://185.86.155.222/playback/presentation/2.3/0fdb8a6d832aecef72c81a57718ee48183ece398-1721147190566
130;Belirsiz / Bilinmeyen Müşteri;dil bilim 4;ID ve Kelime Eşleşmesi Bulunamadı;dil bilim 4;17.11.2023 18:52;Bilinmiyor;2a3118bee8adb487c610585b9ef9cfb19b60625b-1700236337054;https://185.86.155.222/playback/presentation/2.3/2a3118bee8adb487c610585b9ef9cfb19b60625b-1700236337054
131;Belirsiz / Bilinmeyen Müşteri;KONUŞMA BOZUKLUKLARI;ID ve Kelime Eşleşmesi Bulunamadı;KONUŞMA BOZUKLUKLARI;1.02.2025 20:17;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1738430234358;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1738430234358
132;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - ESKİ TÜRK EDEBİYATI;;şerh;14.05.2025 18:43;45 dk;7d856a5528132d97c75d058e84f41111ba0cfb69-1748454313048;https://185.86.155.222/playback/presentation/2.3/7d856a5528132d97c75d058e84f41111ba0cfb69-1748454313048
133;Belirsiz / Bilinmeyen Müşteri;dede korkut motifler;ID ve Kelime Eşleşmesi Bulunamadı;dede korkut motifler;22.02.2024 18:53;Bilinmiyor;d39446f272688d5e772f0ac8214efd6620555449-1708617211865;https://185.86.155.222/playback/presentation/2.3/d39446f272688d5e772f0ac8214efd6620555449-1708617211865
134;Belirsiz / Bilinmeyen Müşteri;Sözel Mantık ;ID ve Kelime Eşleşmesi Bulunamadı;Sözel Mantık ;3.03.2025 21:35;Bilinmiyor;21d2040a9c9e57c5d50a264b599086d2ef57510b-1741026947117;https://185.86.155.222/playback/presentation/2.3/21d2040a9c9e57c5d50a264b599086d2ef57510b-1741026947117
135;Belirsiz / Bilinmeyen Müşteri;Edebi Akımlar soru çözümü;ID ve Kelime Eşleşmesi Bulunamadı;Edebi Akımlar soru çözümü;24.11.2024 18:16;Bilinmiyor;5c288540cc4a3963fdae332c9d03f4a623c474ee-1732461399008;https://185.86.155.222/playback/presentation/2.3/5c288540cc4a3963fdae332c9d03f4a623c474ee-1732461399008
136;Belirsiz / Bilinmeyen Müşteri;Sözel Beceri ( Paragraf);ID ve Kelime Eşleşmesi Bulunamadı;Sözel Beceri ( Paragraf);24.01.2025 18:48;Bilinmiyor;9164af3d6561e18303050881f011b7ebecf91c2e-1737733710798;https://185.86.155.222/playback/presentation/2.3/9164af3d6561e18303050881f011b7ebecf91c2e-1737733710798
137;Belirsiz / Bilinmeyen Müşteri;2025 Eski Türk Edebiyatı  Soru Çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Eski Türk Edebiyatı  Soru Çözümü ;5.07.2025 15:06;Bilinmiyor;a7e06edb1cab84d40171d62c7a53f99cce423b02-1751717177192;https://185.86.155.222/playback/presentation/2.3/a7e06edb1cab84d40171d62c7a53f99cce423b02-1751717177192
138;Belirsiz / Bilinmeyen Müşteri;26) Dil bilgisi [Sözcük Türleri (edat, bağlaç, ünlem)]-2;ID ve Kelime Eşleşmesi Bulunamadı;26) Dil bilgisi [Sözcük Türleri (edat, bağlaç, ünlem)]-2;27.12.2024 19:56;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1735318601867;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1735318601867
139;Belirsiz / Bilinmeyen Müşteri;CUMHURİYET ŞİİRİ -9;ID ve Kelime Eşleşmesi Bulunamadı;CUMHURİYET ŞİİRİ -9;12.03.2024 22:06;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1710270393446;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1710270393446
140;Belirsiz / Bilinmeyen Müşteri;EKİM AYI REHBERLİK - 2;ID ve Kelime Eşleşmesi Bulunamadı;EKİM AYI REHBERLİK - 2;26.10.2023 22:24;Bilinmiyor;31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1698348251580;https://185.86.155.222/playback/presentation/2.3/31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1698348251580
141;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762015800259;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762015800259
142;Türkçe ÖABTdeyiz;.2026 ÇOCUK EDEBİYATI;;ÇOCUK EDEBİYATI-16;27.04.2026 18:56;47 dk;0227ecef24ffd5f993e3a594193ec0e6cca913b3-1776095644119;https://185.86.155.222/playback/presentation/2.3/0227ecef24ffd5f993e3a594193ec0e6cca913b3-1776095644119
143;Belirsiz / Bilinmeyen Müşteri;Eski Türk Dili 22, Sözcük Türleri;ID ve Kelime Eşleşmesi Bulunamadı;Eski Türk Dili 22, Sözcük Türleri;3.01.2023 19:07;Bilinmiyor;dd436b06549a2a584be5a3c07d2a1813c8852a78-1672762055826;https://185.86.155.222/playback/presentation/2.3/dd436b06549a2a584be5a3c07d2a1813c8852a78-1672762055826
144;Türkçe ÖABTdeyiz;. 2026 REHBERLİK;;KASIM AYI REHBERLİK -2;28.11.2025 22:05;61 dk;2c9c467309288b393c174b75223f4225b0d7472a-1772391068881;https://185.86.155.222/playback/presentation/2.3/2c9c467309288b393c174b75223f4225b0d7472a-1772391068881
145;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1767718047669;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1767718047669
146;Belirsiz / Bilinmeyen Müşteri;AYT Biyoloji: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Biyoloji: ;16.03.2024 10:53;Bilinmiyor;505e0ec32e4d06529dc663407c1f1a9c7814cd67-1710575618442;https://185.86.155.222/playback/presentation/2.3/505e0ec32e4d06529dc663407c1f1a9c7814cd67-1710575618442
147;Belirsiz / Bilinmeyen Müşteri;CUMHIRİYET DÖNEMİ SANATÇILAR 1;ID ve Kelime Eşleşmesi Bulunamadı;CUMHIRİYET DÖNEMİ SANATÇILAR 1;26.02.2023 20:00;Bilinmiyor;cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1677430835709;https://185.86.155.222/playback/presentation/2.3/cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1677430835709
148;Belirsiz / Bilinmeyen Müşteri;fransız ed. devamm;ID ve Kelime Eşleşmesi Bulunamadı;fransız ed. devamm;1.12.2024 19:11;Bilinmiyor;5c288540cc4a3963fdae332c9d03f4a623c474ee-1733069500231;https://185.86.155.222/playback/presentation/2.3/5c288540cc4a3963fdae332c9d03f4a623c474ee-1733069500231
149;Belirsiz / Bilinmeyen Müşteri;ÇOCUK EDEBİYATININ ÇOCUĞA KATKILARI;ID ve Kelime Eşleşmesi Bulunamadı;ÇOCUK EDEBİYATININ ÇOCUĞA KATKILARI;16.03.2025 22:28;Bilinmiyor;c2bdcd65896ccb7d920c772a7023ec30413ca386-1742153296368;https://185.86.155.222/playback/presentation/2.3/c2bdcd65896ccb7d920c772a7023ec30413ca386-1742153296368
150;Belirsiz / Bilinmeyen Müşteri;CUMHURİYET ŞİİRİ -8;ID ve Kelime Eşleşmesi Bulunamadı;CUMHURİYET ŞİİRİ -8;25.02.2025 19:57;Bilinmiyor;299cbd7fac79e094a9bc3b87c31b8813983b41dd-1740502639253;https://185.86.155.222/playback/presentation/2.3/299cbd7fac79e094a9bc3b87c31b8813983b41dd-1740502639253
